ans_id,ans_voteup,ans_thanks,ans_collection,ans_comment,que_id,que_activities,author_id,author_collected,author_follower,author_following,author_thanked,author_voteup,author_activities
96180457,21,1,0,3,43645155,14,6ab1ba8d043ad96a7bd334153db159e2,3991,4406,505,2098,9235,5
87896278,21,4,8,3,39211393,13,24ec0b0f9ee76332520d6454ecdfcbc7,997,216,317,302,980,3
76070920,21,3,0,7,38141090,30,ae7cc328685dfce499dfdce9f201f78f,178,376,71,154,630,95
85644428,21,5,0,20,37929538,26,176a4157c9150679f63087a2399e90ea,533,311,193,1425,6369,0
45227919,21,4,6,3,29506380,22,5d44fbe5f7944d6a8194a7487771c398,18797,937,100,4718,14816,88
14920068,20,1,2,0,20369436,16,e2f2c6a1280476a4c96ba28fb47ed39c,1615,2001,125,1136,5163,14
128502421,21,4,8,6,20128179,14,710eba6a35a79b11101c571177962ffd,52180,23928,1430,9067,41497,15
25869957,23,6,3,12,23830904,38,5503adb1d7ff5d58f0a76c80cce0e9c4,3477,3680,73,2141,11438,7
161652139,20,5,6,3,59067776,14,7fa12c045e285f995ebca484c87d118f,20820,41054,92,7733,21554,6
154660120,21,6,5,0,57335112,44,de52971bfdc46edfd149e0f7be0e9eb5,1726,973,256,1432,6402,368
28678247,21,1,2,11,22880685,12,1ac0f7ad027062dfae813517f41bf0ae,981,710,150,1215,6418,38
82947855,20,4,16,7,39437964,13,c7caaee3321ad02b49cf215a6e57a654,39,65,472,11,44,129
155643501,21,13,28,2,37862256,20,898e124995edfb74a053b41df7d7789c,30895,14205,1,5265,13579,24
18041650,20,6,4,1,21339691,14,f7940880e5b230905d1148beba7c30a6,10428,3991,158,5543,26621,0
14657037,20,2,1,2,20295937,11,e290d8e3b8fe332aef4667843a8c38b1,35272,165328,162,15497,96640,168
36925133,20,10,3,44,25497478,11,fbb3431c9c5fd1fa073d526be8406b93,6065,446,55,1098,3733,17
24364899,20,8,25,2,20076010,16,b47affb54c93439ba12c1f0d593141d2,66,35,10,54,174,1
157168796,21,9,30,9,19985055,32,f86398c181a901ec6a8e59c11373ba48,63,7,1,29,59,5
133865003,26,6,4,4,53075692,77,b830f90d42560328acfd2a85ffcfc35d,27932,23372,289,6204,25829,50
119084386,20,4,0,13,49641417,21,b3fefafe4229e24c06972122f2219cb0,21,21,57,58,415,29
20114041,19,8,11,22,22043793,26,5104dd4fe0c2cbfdb91c03601c954f95,734,252,369,550,3010,1
18797566,19,4,0,4,21408623,22,1f9c6439742a3c8c670d30364f4d508f,25307,12593,98,15971,82366,72
52429586,19,14,2,13,29637936,15,537b5946b473e3341c96e58b9b0afbb6,164,140,123,141,403,43
16705999,19,8,16,5,20472776,25,b7383e1541b21f0b0b24874582942a20,90,185,1345,76,280,413
34801417,19,2,4,8,26970857,13,661cd655d168712a683ed76b5e5d1d03,4631,1773,1,556,2954,2
41561299,20,1,0,4,25103774,26,84ae4b4a8ea5fa8ac48261b006ebf044,714,242,242,549,2588,245
13326975,19,3,1,3,19909991,13,ed4fdfc37102f523157d073187ae33a4,8594,78839,53,2084,10088,0
75423276,18,6,0,1,37999614,14,e3b9815ec7b5a1ad799943cfb5c24dce,688,1216,284,1528,11216,28
91457112,18,6,18,6,36425191,12,50bff45e977d85b8f03dd6295afab9c5,138,30,56,54,203,15
57198839,18,2,1,10,33701193,14,7df049b44a2cff4737bef8162ce5e257,4,4,14,11,73,2
91646394,18,17,54,7,31797331,12,740a4785f07a7983b5dc676c7c6c190a,386,60,3,97,100,0
45020879,18,5,5,11,29506380,22,6f14f78ebd87c088a3bc9fa798c0ca1c,5023,432,4929,1519,8663,0
33291457,18,3,0,3,26578077,11,32183f942d70197e1d79e92b7bbad963,32,307,26,53,190,2
13819763,18,6,8,1,19616550,11,83c1f870c4c3b7d4534b911790be6a8c,27,505,145,29,95,3
89390986,17,4,1,2,38937197,36,6e59bf37dc3b09ba85d13bf71385f223,756,752,17,341,723,14
114924105,17,4,1,7,49203181,26,ef24014bf4bfc938829a105d38f68bd1,141750,54265,435,39300,156985,114
90571110,16,0,0,0,40629844,10,b4404e78b5a7fc6958eff0a07e107828,1,2,100,1,24,58
18386094,16,3,0,0,21486890,71,de56a5492dc93a83a017d8c6de17bdc4,1,13,55,5,23,5
53146366,17,4,1,3,31733984,16,e5f258a6a71fb2fea2cfdaa33cfc0fbe,11,2,33,6,25,6
134274425,22,5,44,2,25866010,23,65303a6b735b7e98c5fb4b2a36d51b95,1177,1038,125,80,1151,30
122818581,16,4,3,6,50760990,11,4b1719478cc200ad6ceeff26f7f6f185,2088,1021,169,662,5544,71
121960481,16,7,0,1,50645558,17,4942a5dc951f71389f69dd39f944531a,24,48,58,56,358,7
110838495,16,8,40,4,48418510,14,0b6cac7388aeaef7420cc1d304d104ea,67,20,22,12,27,154
82361840,15,3,6,9,37117123,17,c098a5ec9e64279b4528502983c62b55,25,29,7,21,89,1
72179722,15,4,9,3,20042076,10,f902c04146b0e317b2494b19829bcd2d,154,70,198,107,580,2
141190910,15,2,3,2,54777564,10,88f437d477f503964b79820309c68133,2024,4453,221,663,1330,23
13218873,15,5,2,5,19869738,29,97f2c1bc8a8f7cc8eb5ff27c89f10c68,7316,71667,193,3510,21508,4
122103397,15,5,0,1,50645558,17,988bbfc1c03d18e87b7ccf9ab335e365,440,201,19,288,1575,1
157167990,15,9,9,7,34764398,26,f86398c181a901ec6a8e59c11373ba48,63,7,1,29,59,5
53107818,14,3,3,3,31291384,17,22333fe87fd9040c295fec10c7a310cc,30,246,180,20,44,0
39304499,14,4,1,27,25497478,11,9afd031c36e427c57bf06baa32e5348f,2,17,10,5,18,0
30104612,16,2,0,3,25103774,26,fa6c21004883afa4623e423155befabe,17751,31592,796,14314,109753,324
24928366,24,2,2,3,23553643,18,26845ac513dc82a52d6a6af1afcdaf4a,1831,815,160,457,1769,1
32978529,14,8,60,7,23098577,11,f1ced3a509417a8445cd426e121176cf,3189,1370,2969,521,2046,167
25373669,14,0,0,5,22927861,19,bf77425a576d6df2d3e70932a6791b83,2,0,0,0,15,0
22425942,14,1,1,2,22728250,14,b1166689a2b8c77c18f51644908a993f,1,9,159,1,14,7
20529155,14,7,10,1,22172716,11,44a0a658060c3929c5c896fc8839d043,31,71,76,22,46,26
23086419,12,0,1,3,21677107,16,15faacda26be80534f96daff7e9d6fe2,43,102,22,20,46,0
76188173,13,9,3,12,38367467,57,b66afd0ad4d047192b8c5f14fceaccf7,4051,1310,0,2313,12504,1
13478065,13,3,22,0,19662551,13,f6e877114d4e354d10f6587f8349b6bb,508,1083,20,234,681,1
41775391,13,13,10,12,28689201,11,08c4f44866e0e339c4e519f4631befd0,40084,12774,164,4916,11968,11
12399021,12,4,1,1,19617900,22,66ccb83e33da3d4379045cd07a4a458d,1,22,37,4,12,0
65099138,13,1,0,5,20186452,14,79a684eda22b9a808743a733de204dbf,4,46,329,19,67,40
30101479,13,0,0,0,25103774,26,ce7f6748a56226a015aaa940f883062f,2,1,6,3,20,0
24303345,13,4,0,7,23339363,31,a6a909bbfd64770bbfa4e4d55b602129,2,11,24,7,16,1
134987919,22,4,0,3,53428954,39,2175c11a797f2f9e8057e371e147928c,910,1747,443,481,1776,19
133626460,32,3,0,12,53075692,77,b1dcab3878a3c1ea8748678e62f246c9,5563,3495,1277,3910,22710,110
18097959,12,5,8,5,21392804,15,1cf49425436c8dd996ac5ba1f1ed46d9,42561,35698,648,8906,34591,30
113143525,12,6,1,6,36112730,22,08c6f4e3fcd8b45127c5427fa1c19794,4,17,31,10,15,16
92433674,12,1,0,0,35975131,23,40403bb9afd558684aaf5702dfcac676,1,1,107,1,12,2
59173496,12,2,2,1,34549860,33,b850d1dc3fa589363614623b3a2132ec,12,13,138,16,136,1
57689941,12,2,0,4,33956530,19,b9981d1815b88855fa14a1f1ae458ace,203,574,116,139,476,3
57830409,12,7,32,3,33701193,14,c319e50096da6491c758686ef11cef8c,43,0,5,7,18,3
47592367,12,3,2,0,30295075,10,0c8e5871eb5dc4fbbf949fc036eaa0f4,2353,3345,63,785,2913,0
157971692,17,2,2,17,58664107,18,a7ad1c6eda5ed9f5a79a3aa2ec6c6e93,1428,529,308,256,1083,18
157025829,12,3,4,2,57672849,17,f80624b5278a7fed4afcac4cbddb234c,4,53,7,3,12,1
152809730,12,5,1,5,57377906,18,2c02837757501762fab0cf45d8419781,2249,829,23,2102,10048,14
152793277,12,1,0,3,57377906,18,3dfef54a5ad04f3ae66fda5a1997610e,0,0,37,2,12,1
142444917,12,3,2,1,55042389,16,53be331b949f9c5c90ed988b03138c0e,3,8,0,3,12,0
70874843,12,1,0,26,22853692,25,bd102cc16a8a938eb4ab78e8c0a7bb5f,31,11,70,12,57,2
127373051,12,0,0,4,51757392,10,1925781ab03c2e7cbdcda0c91659f67d,9,67,20,13,106,4
111471726,19,6,0,11,48556187,40,892ba360b57475a3ec13a06f601ccf8b,135,23,5,86,361,0
87705237,11,2,9,4,40634648,19,cfb97c1b284c0022739eb7c996c7963f,190,153,24,417,1670,23
146961500,11,4,47,7,37862256,20,4aa3c290ea764de8c97b40e84b292c57,53,6,0,4,11,0
69865095,16,7,13,5,36937628,11,d9fbdbbc152e6304ccfac3c08de38340,3290,4030,193,1863,10272,20
108509654,11,4,8,0,34765026,12,f62fb55117b1ad944a368662c0e0a020,74864,11794,2,12214,37244,145
12727181,11,3,2,0,19695972,10,0065cbbbd22f83e4e3b1132f6df7a90c,30,313,3,49,86,2
57681617,13,1,0,2,33989026,21,e0eff36edf01624680b0c1e9960d0082,2632,1692,145,839,2952,18
103045952,11,7,17,5,20823134,28,aee59920ce4cff732484f69c5064ccee,224,134,176,33,57,10
63939865,11,1,0,9,30765614,14,ffdf16f183cf5c0155e22bad2f9cbafb,4,22,93,6,52,26
116011409,11,2,9,9,28311766,13,106d7aa89b8dfd7528960c8f677335d6,180,305,690,74,189,177
13892438,14,5,6,2,20076010,16,3cb7766f7399fa825074499abac09b07,514,3926,102,127,419,15
94303861,11,11,31,43,19985055,32,6eb6756cab02410f54cabd776f282167,6501,1047,206,1594,5958,97
162911783,11,4,0,18,59213287,10,e60ec4ece3912e542ab71cf25f4ff6a0,365,353,80,529,2533,143
149290436,11,0,5,8,56489522,12,f6667623cf045e112fc9a30f995a9742,20,92,28,19,55,21
24143875,11,4,1,15,22941671,11,60d86cb24c1fd9f19c48c7dffdac1400,49,11,47,31,135,0
13206644,11,3,3,0,19870089,12,eabb870384e4d5a3bf3e27a5d759ea4f,79,569,225,55,141,0
123976402,11,2,1,10,51057809,10,1bf5728139ce13672de1c539d75d68f4,346,2313,147,578,2649,14
110795488,11,0,16,15,48418510,14,47aa9ec5cb39109350369ef6f2f14c21,659,4272,92,122,1645,6
111507681,11,2,8,6,47716840,11,9d53e00e50b402f0099b3cfb3d53b55e,33,38,23,20,54,36
36971788,10,2,8,2,22172716,11,1922490ab44f2afa03308d940d901461,94,185,113,102,297,12
16048027,14,2,9,3,20747381,24,5b76357353d074f227b1cdb534d222a6,93,121,13,64,162,0
69772233,10,2,7,1,31412221,13,9edbd0a72e71e02efe3ecd3f226ee4bc,238,255,38,43,203,20
52781735,10,1,1,8,31291384,17,eb61bcdb5060f12c2e0a053ae31f6f46,77,66,47,59,158,2
30270083,10,2,0,3,25160426,13,0e258a4b9038918590928c6b7679ab70,28,29,21,56,137,1
177973596,10,6,0,12,60579451,13,e8333c410b63ae032cf09640b358eb1f,573,1093,21,291,1355,13
167529900,10,1,0,0,59626615,20,b336b98d8febc5a9d95b7f5868276424,1,5,23,3,18,9
122716703,10,4,0,17,50760990,11,e414f73ee38ca4286029370f753f12d2,4304,7657,337,9689,51861,333
122256935,10,3,2,0,50631245,23,1063e9936ba2349d4946e5f0e3be7a48,170,544,55,84,367,2
113953388,10,3,3,2,49017266,10,ebe0e8d442fbe9d699e33f79a76ad702,202,650,17,154,678,3
81837566,9,0,0,2,39211393,13,25bbf3f3322d61edf407d8252009da09,2373,4856,227,2117,13906,185
71656915,9,1,1,8,37364702,11,e86236d75737694119d266f18c4c1794,86502,82989,1,45203,263769,53
49818179,9,2,1,14,30855292,10,f14d4b95f4816b570da27b7ed18bb226,111,132,254,70,202,37
44419099,9,1,0,11,29450711,15,fdb181dedbaef04c3a4a162e11454ab3,155,97,121,181,779,40
17696203,9,2,5,0,20131478,19,51d16190de79ff1a5af32f060d5b4b26,84,141,332,92,367,81
13978852,9,2,0,2,20101208,15,994c9c675c1e9be05e2fe98c041ce820,189,610,241,185,553,10
26206089,9,4,11,8,23905590,10,0d435c928f1abc8fb1e2eff7b5e5b8b4,323,200,177,292,2503,170
154632113,12,3,0,3,57335112,44,29a386cc4b62dd3a95af790ba2fcf1cb,68495,27402,166,12006,49188,160
23622459,9,1,18,5,23098577,11,4bb92a539dfd860fecbf57b577215da3,3403,84,246,553,1548,10
13268132,9,1,0,4,19878057,14,ad9b063d164cf9ea07e78dec1f7a75c6,230,296,94,245,1089,3
13205208,9,1,0,0,19869755,10,8aab6bde5a7b63b4826d9d328d3617e4,146,328,350,108,360,6
13125140,10,9,13,6,19840016,22,307ad5b610d428c1169eee9e84259320,5049,1848,1358,1583,5205,76
13094851,9,1,2,1,19824625,10,4387353b5ddd08cf0351a91d6b44a1f3,74,66,146,29,81,8
85362917,8,1,0,0,40212136,11,d9460d7de1cd4a49f48a90765b99123c,13,216,149,21,134,2
66172577,8,3,0,6,34765026,12,4200db64d3ceaafc082ee5163e936cc8,14,10,153,12,37,13
117985503,8,0,9,8,28311766,13,b1f45ad817995cae7e74c743564eacc2,6948,4598,118,2600,10859,20
40458147,8,0,4,4,28311766,13,49894dc2fd645167386f2a61ac977020,141,165,100,57,170,5
14605750,10,1,0,0,20086909,17,5c5117350acce514ab8a8a36b9256d78,1031,395,102,630,3275,2
13830204,8,2,0,5,20057174,12,5cbae3620f580d203b45083cbf792f4a,1801,1957,262,1031,5424,21
34932972,8,2,0,0,19999096,21,c3de6042ae191659deaa5bfcd5e8e658,2,20,309,2,9,1
13611412,8,5,4,0,19999096,21,598824e416c97b41a5765b777baeb4ba,1304,30770,60,564,1847,2
167253148,8,1,0,4,59626615,20,58c4b0bee00d08c59d059a5bdc6fa8a0,178,286,277,58,304,29
166256403,8,0,3,5,59482470,10,0c708d923f8fb00142e1f25cdd4951d9,24288,29113,4619,12825,70621,649
168005399,8,1,0,17,59460847,21,71054af9fe7561f00f873c10aa2fd338,104,11,15,72,231,22
151732994,8,5,1,3,57134616,12,5e31e6d67f1e6484f3402257746437dc,187,123,104,117,422,31
23636171,8,1,10,8,22707152,18,15faacda26be80534f96daff7e9d6fe2,43,102,22,20,46,0
104145907,8,2,0,12,47061345,23,da624d23bb65d33b04506a5feb0a8982,161,162,202,441,1839,106
123824863,8,1,3,38,46501844,10,68955d03626e460576a433e54836a0d8,9904,3126,115,2704,15267,41
68340763,7,1,0,21,36538926,15,e54ed3bef73af6d3c7e834c4c9123e36,0,9,31,3,21,4
112046802,7,0,0,3,36112730,22,a5da90e7a8e5728d0ac5b80a6c2e286f,1,5,260,6,28,26
61498414,7,1,1,5,35109814,12,5280f7442c64fbbc1318a7fe338398d9,1,24,21,6,23,0
60715859,7,1,0,1,34997126,11,d9766050ce0cc81ea5d34bf55e5cf3f7,1648,307,400,791,3379,179
59710990,17,4,3,3,34681168,25,73f43c9396c638d833ccce3a059cab4e,133,112,55,55,380,0
59351630,19,1,0,1,34581410,75,e6da51ee70e9fef3dc849bfeb84c102c,173,38,48,72,528,17
59391009,7,4,7,1,34484647,17,356a29a4da52b45854fbb38721a016c1,14,6,160,4,10,9
57277954,7,1,1,13,33701193,14,ae878d3fbf2f21c4ab5d6b60c8fa9c3c,747,85,128,429,2811,42
52537082,7,1,0,1,31520061,18,df4e60309ad803fc4b37f31c3cf1f8d4,1069,147,73,482,2524,8
52318494,7,4,0,5,31520061,18,4aa10cae7ee240b48592bd0f32cd750e,27,1135,21,82,137,0
52331960,8,4,2,5,31291384,17,8c1e7888adcb1191fcf1443493f6cbf8,28,10,85,14,19,0
38591929,7,0,0,1,27820310,10,6964c8d5adcc01edd72d2bd675263dab,621,531,41,494,3354,37
14616687,7,0,0,0,20284185,10,04b24fe251c4d9e4d26e91760f1a4152,578,317,72,283,1634,2
26339963,14,3,7,16,20191727,20,b2f16b88040f540a7712987de2ebdd58,14,33,3,4,26,0
17432819,8,0,0,0,20186452,14,18430ea85e9b32032cdb264cb6285317,27358,4271,58,6159,27464,14
13830348,7,0,0,4,20057174,12,aeac8adb3d729a95127a4069aa715307,88,61,97,109,473,28
95139522,288,86,24,102,36164168,64,f608989cd8b11a9fa222d670d45ba59a,148,51,22,275,1262,13
125896383,144,24,10,66,51419665,47,b8ce8c6c582c605688cb32df628a3b35,3551,2900,319,2331,12767,16
106009210,107,25,8,31,47425209,37,d6cc130b0ed0624cb9dac2de0c0ceee1,673,802,77,970,4939,43
66233503,47,1,0,10,36164168,64,89246687968e5a90c34285f622562821,1549,751,109,1240,7504,33
108589110,45,7,1,11,44554101,25,8d6481403005f7a0fc67490964087ea8,3,4,21,8,48,48
66218875,41,7,1,18,36164168,64,b5a0612700ff2573650494c01895d20c,68879,38623,115,43566,245065,31
125763656,34,1,0,4,51419665,47,60cd9664ef2f13d8d5ddba060ef35a8a,16462,13906,49,8784,51399,91
38053081,29,14,78,5,22327850,12,f0f84f85cf88578c9833cfcefb780de2,939,177,114,244,517,83
140050894,23,4,5,38,54580565,15,18b9c1147a2e3e1991d94efbd305a1ba,37223,18676,364,25960,218630,1583
118207825,22,5,12,4,44554101,25,6e901975620a5aa8f1b722360269f1b6,5521,2770,1003,1575,8103,26
54904307,17,7,51,1,28201433,12,18b136a13101811bf04fc68352bf57b5,67,8,2,11,19,1
140145935,17,6,10,32,54580565,15,a49240c6d202f4c24e9c0cc37f2a6644,31,12,296,36,78,28
50835935,16,2,1,9,31157520,26,0e6c1d8077ffc5974e508546e12b4b56,52,31,2,245,1500,5
105514907,17,6,3,8,44554101,25,9ec717c4f7ba4e60f3458d4bee37e117,8,3,25,14,33,5
114038549,13,0,0,15,46868683,10,ec473d9807c83e299125b75fb7be1d3a,1474,10728,38,1555,14307,0
62946234,11,1,0,5,35393142,18,3c8f2cd29ea13a6d645a43fa51c08db3,3313,2752,205,978,2740,13
149605404,11,2,0,11,56478261,10,ec473d9807c83e299125b75fb7be1d3a,1474,10728,38,1555,14307,0
114046061,11,3,4,9,46868683,10,6297b13dc65e77a6d713eb45b5aa3ad8,3179,6296,215,3826,29764,92
62990287,10,2,3,0,35393142,18,04a5511ed4bd0160b5172960389d805f,224,430,267,184,601,18
30888461,9,2,16,0,22327850,12,766a84590614270ad6e4cc2dd0fbfc12,9413,11944,578,3119,20404,191
149163749,8,4,0,15,56478261,10,ba44961a537f7e0ad089dad00bef203f,14,31,20,37,83,76
129209540,5412,2042,9906,161,26006703,133,ceff5c1e402891df07f3216271d2da55,19085,10403,112,3386,9900,19
26865013,5200,2239,11758,300,24143504,184,25bcd4b62b131c97a437df72ce14caff,26744,6249,604,4895,17424,16
36429105,5030,1517,5554,238,22553761,43,ff3ffafc788874278bac775977dd8bf1,39723,13246,53,8251,24134,55
89967936,4178,839,496,567,41171543,1100,f90a8c6aa635baf1f77a405a0409397a,66788,39827,275,37187,170638,46
90969591,3722,1272,7881,118,26006703,133,7e6bee8b4c8c826d76230cd6c139fa27,14161,1968,643,1786,4812,148
91031284,3657,531,736,338,41190830,368,491b1dc31ed6c376323c2fe5f643f650,282287,349045,526,99353,477687,51
83710665,3509,723,650,235,39905662,272,9819f6938be0d3bb133ad0151eefd188,12068,57224,102,3419,42488,22
126821822,3377,1425,9517,97,51039416,106,e1cf0d2cc66295d097e289073a30e50e,13304,2517,144,1679,4375,98
131995239,3314,575,1674,206,52750322,31,2695d34f34f3158ce8b920898c049c85,10841,2916,131,1042,6897,23
175796135,3312,868,1257,211,54440008,29,f90a8c6aa635baf1f77a405a0409397a,66788,39827,275,37187,170639,46
33561657,3292,836,3612,157,20962240,32,1b4d149865efffee6a56911e43a59ad0,7053,2728,196,1677,8059,7
33438846,3250,734,2642,252,20962240,32,48da2f8947f9c78af1aca958a97b1cca,4706,2552,67,1091,4309,3
90054581,2959,445,248,216,41190830,368,1e9d014ec1e5295c3994460979214b78,11221,6731,353,6778,30148,99
153213375,2812,893,6693,114,49071324,19,27cfd0278c2ebc9ce70a15ad82083895,19120,4411,72,2239,10796,32
61272228,2791,339,479,159,35085930,55,b13dd95b2351a49867d3ac60c7670fe3,648,128,26,339,2791,0
90118097,2758,801,2221,160,41176911,44,acceb1c6eb500b39557979bb3b28b678,3499,1803,44,1048,3820,3
44109092,2634,678,2073,80,21090429,37,225cbdbbfac26810c6b71ce96f55de2f,54228,33659,214,16471,75770,81
90260297,2602,336,419,177,41235583,454,13ba78a859eaf6b9a5b27c5c56ee8419,556841,241199,566,221311,1189940,18
89994225,2333,310,318,384,41177269,196,7775542af1192b9b1b91d520ad3693b7,1907,554,142,1195,7310,2
83729075,2291,513,495,160,39905662,272,f90a8c6aa635baf1f77a405a0409397a,66788,39827,275,37187,170639,46
53910077,2262,912,6500,37,20691338,128,129c9b881c449a2bd28a230a841d004e,9699,2041,233,1093,3267,24
92404206,2236,373,376,138,30990652,27,cd7c11f21b0faaf920542bb1d841f589,648,4316,0,373,2236,1
134564100,1963,625,4731,52,51039416,106,710eba6a35a79b11101c571177962ffd,52180,23928,1430,9067,41499,15
137394539,1958,434,2661,104,51039416,106,eef16ca7df4d4cb380f5f6ae41eefe84,20345,13403,1184,6077,31752,35
86273196,1723,362,931,107,21094489,33,d9936748751fe097d6e8bcc8334691e7,1415,389,65,362,1730,0
84411083,1570,354,383,435,39902308,71,7262952144714ec88d11428b69b18bd6,3794,65009,56,2712,21251,2
41408483,1566,432,1762,67,28523857,32,86858a7a4aa77d290364625efcaacb70,56458,23507,285,11230,35648,17
81937823,1440,329,1299,121,36768514,58,d56d775bba37cc18bfdea8ec67ab91cb,4253,3326,57,868,3626,44
90066752,1421,386,1060,113,41176911,44,d98000052dfc575312c46f6ad7e1ecaf,2341,1587,77,523,2236,16
59803163,1411,722,4263,48,24761255,36,114897290e5f44988a51d24f9484dc86,20949,9745,324,3103,7471,18
98206130,1402,92,41,38,32246256,170,0c15a847c7b19f07dac5c0e2d6e8c4a0,503,634,121,133,1603,6
89931880,1349,287,72,173,41171543,1100,3e1a2af2820545e58ce98d75064abab6,11719,7473,52,4890,29042,20
82582246,1318,122,75,99,39664422,67,b228918246a65d9e16d5c0f6a8329205,14421,40970,629,9264,56225,336
126717678,1402,508,3289,64,51039416,106,6a5abe913a8c0e2a42eca14067f9cc90,4624,1048,12,530,1508,4
151505274,1294,147,778,68,56676679,29,7b05ff0c9118c26df2b5b133d6dfbc46,6854,36506,38,2010,14266,6
49084558,1236,466,2075,85,21714701,28,15c7783968eb6882b625d16810a8b293,6479,7672,261,1178,5015,66
150845355,1232,277,1369,61,47602063,44,27b8390344b45c7289032f3218ced120,7304,18893,4,988,5761,7
20084186,1216,357,1997,28,19895141,27,be39fce54b03fd159c6939c0b4d49d61,10769,10537,261,2663,12109,16
90492512,1205,257,490,83,41238749,45,b0d8b0b45197ca4b014829b5f7904e20,2479,1820,36,817,4779,14
164428998,1185,149,238,55,58992444,100,9819f6938be0d3bb133ad0151eefd188,12068,57225,102,3419,42488,22
127888709,1168,257,1028,42,51863955,30,cbb829f60195651c37e4499286639be6,9091,17169,66,1830,10430,9
174310709,1170,399,2958,60,60241622,28,2695d34f34f3158ce8b920898c049c85,10841,2917,131,1042,6897,23
158293083,1152,129,341,93,56474891,68,e1177920bb6b7eb47b7eec1945215c12,469,1248,45,129,1152,2
19541558,1144,212,393,125,19956571,73,15a731b23a0a850336f340bd1df0fecc,38125,23244,106,11575,56204,2
95077021,1111,291,1351,45,22553761,43,64d972cc5bae62489442e35b32dc0fce,17930,8864,5,3598,15037,6
129108774,1111,440,3160,50,31785984,34,ceff5c1e402891df07f3216271d2da55,19088,10405,112,3387,9900,19
125393050,1092,97,76,30,39613986,47,af842ea1925ca5559d274315bb767430,2738,621,146,1209,6322,34
34631808,1088,231,686,98,24533374,21,f5911fddc7fa5fd74a80d5ce2c12e1a2,5904,20132,205,1520,8520,74
90161322,1082,244,456,85,41168257,76,f5911fddc7fa5fd74a80d5ce2c12e1a2,5904,20132,205,1520,8520,74
22465357,1049,309,1823,39,20691338,128,be39fce54b03fd159c6939c0b4d49d61,10769,10537,261,2663,12109,16
90150380,1041,149,100,105,41177269,196,6d11f4d0ce00d647330b9d917e91e56e,16247,9719,296,17901,138551,66
90487422,1038,166,133,222,41187744,175,753ab16fc45fa6cb81cd1832c268132d,9086,4004,1052,6766,42977,357
128052931,1037,277,420,77,51558807,67,76f8829362aca9cb8bf0cf3904132623,149887,73911,331,68655,323524,68
90818565,1020,282,2077,47,41231774,16,3ef5c095dad2c81afb977771cfae27a6,7443,4264,218,370,5241,35
175460491,1015,149,214,101,60366658,145,1681afbab538b4ff6fced5ac3c74ce26,5819,4123,35,3770,16591,38
80242005,917,237,1078,33,27982282,20,1187b29d4200d91c3a163df3cf10bde5,1457,447,74,242,955,3
149851866,907,88,388,47,56426334,79,8fcc30ba267650d2a5ee8e74040a3b00,9868,13065,137,3877,19124,16
173336895,902,95,217,38,47563637,37,4340c64d1f5beb91ad0d85797e14ee11,65387,58338,66,10587,173522,75
90132332,868,72,43,62,41212111,46,abdbb6a7bb51c70674df665c575fcfdc,543,565,1650,870,9423,207
56330768,866,277,899,43,23255632,26,3dbd625cb70a19741f7067190303f36c,3490,6607,5,856,3356,0
131573702,872,323,2165,48,52668301,12,06a67981ced7a2e9f07005185605685c,124523,51097,45,2513,46980,33
174628162,864,350,2181,153,60241622,28,428a30a0eb45c42569edfacc68c48bea,2852,359,35,368,921,13
89853077,859,156,595,37,27239198,42,971d9d13e15c8a83988fbe72233ffa22,701,142,42,158,882,0
172305599,861,145,458,130,60064269,135,e3f5794fa10022aa07c05b0b9e6dc537,1618,1301,69,411,2032,29
22120516,857,267,854,39,22221540,10,3fc0e5ac8e0e61552b1b0529ba49b3e7,22510,91246,124,5436,18395,20
51515231,847,177,927,55,29411132,32,f072d59fc3c197178f3b6077741a6f56,2053,1126,210,343,1981,2
19809734,836,151,514,74,19956571,73,02399b78f8bca83258ecd81229303e3d,9246,63003,290,4359,17733,3
29427405,810,297,891,78,24825159,38,4cc20f620444b8b7c1d831f501788fe7,8836,6505,2678,2296,8086,12
96978182,809,286,1062,125,21229371,32,b1a3919d6cf4f505dd6f41f09c028437,103969,178237,2791,62983,307138,106
124190709,797,118,63,34,51098034,76,be39fce54b03fd159c6939c0b4d49d61,10769,10537,261,2663,12109,16
81026163,785,225,734,48,39022858,27,24d3215758247a73f33018923f68c023,2623,1162,177,1046,3922,106
126023304,781,107,418,58,51020471,12,59fcae62596fb6ba08f2860a5fe6f171,220121,292798,436,19968,184673,138
32850703,772,237,655,55,26341871,52,ff3ffafc788874278bac775977dd8bf1,39724,13246,53,8251,24135,55
41515705,752,181,200,172,28627372,25,7b426b1afe45c18850b2342854e09745,2037,19055,20,711,3210,0
132441894,753,194,1662,28,49909565,36,822e01c87076f4db8bee226402ae39e9,5375,2753,118,276,2935,22
113171109,732,141,130,177,48846525,139,c67d30567c1ebd6c36ca4352d2c716df,57408,41010,0,35810,191605,5
28440943,728,158,490,73,24627666,45,0c708d923f8fb00142e1f25cdd4951d9,24289,29114,4620,12827,70628,650
174534776,738,111,587,74,41235583,454,13d36f4d156f77e009c117b6021703e7,17403,23206,40,5109,25150,12
99103730,718,126,67,131,45339469,290,0fbaf4a625e5ca6f6f0228a8270bf24a,189,54,17,386,2296,56
131421690,706,299,415,37,20924039,21,3131d03cb8a01fcd93034f7a39a09b5b,3752,2506,0,1721,2307,0
